,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.8394263217097863,0.8190174326465928,0.9382716049382716,0.7266591676040495,0.952193475815523,0.8394263217097863,0.9008005943701481,"[[1693   85]
 [ 486 1292]]"
