accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0.9974690663667042,0.9974740387314062,0.9955182072829132,0.999437570303712,0.9955005624296963,0.9974690663667043,0.9976184962173846,"[[1770    8]
 [   1 1777]]"
