,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7954688483322845,0.8123556581986144,0.7764900662251656,0.8516949152542372,0.734600262123198,0.7931475886887176,0.8526387462463094,"[[1121  405]
 [ 245 1407]]"
