,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.776589049716803,0.7963281698221457,0.7568157033805889,0.8401937046004843,0.7077326343381389,0.7739631694693117,0.8400402609445957,"[[1080  446]
 [ 264 1388]]"
