,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7866582756450597,0.805730659025788,0.764961915125136,0.851089588377724,0.7169069462647444,0.7839982673212341,0.8467293389131669,"[[1094  432]
 [ 246 1406]]"
