,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7920075519194462,0.8082390484479257,0.7760445682451254,0.8432203389830508,0.7365661861074705,0.7898932625452607,0.8503813522925022,"[[1124  402]
 [ 259 1393]]"
