epochs,learning_rate,betas,epsilon,weight_decay,loss_fn,accuracy,f1,precision,recall,confusion_matrix
1,0.0001,"(0.9, 0.999)",1e-08,0.1,MSELoss(),0.4767932489451477,0.6457142857142858,0.4767932489451477,1.0,"[[  0 372]
 [  0 339]]"
1,0.0001,"(0.9, 0.999)",1e-08,0.01,MSELoss(),0.4767932489451477,0.6457142857142858,0.4767932489451477,1.0,"[[  0 372]
 [  0 339]]"
1,1e-05,"(0.9, 0.999)",1e-08,0.1,MSELoss(),0.9268635724331927,0.924198250728863,0.9135446685878963,0.9351032448377581,"[[342  30]
 [ 22 317]]"
1,1e-05,"(0.9, 0.999)",1e-08,0.01,MSELoss(),0.939521800281294,0.9366715758468336,0.9352941176470588,0.9380530973451328,"[[350  22]
 [ 21 318]]"
1,1e-06,"(0.9, 0.999)",1e-08,0.1,MSELoss(),0.9353023909985936,0.9311377245508982,0.9452887537993921,0.9174041297935103,"[[354  18]
 [ 28 311]]"
1,1e-06,"(0.9, 0.999)",1e-08,0.01,MSELoss(),0.9324894514767933,0.9279279279279279,0.944954128440367,0.911504424778761,"[[354  18]
 [ 30 309]]"
1,1e-07,"(0.9, 0.999)",1e-08,0.1,MSELoss(),0.4767932489451477,0.6457142857142858,0.4767932489451477,1.0,"[[  0 372]
 [  0 339]]"
1,1e-07,"(0.9, 0.999)",1e-08,0.01,MSELoss(),0.4767932489451477,0.6457142857142858,0.4767932489451477,1.0,"[[  0 372]
 [  0 339]]"
