,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7816236626809314,0.8040654997176736,0.7534391534391535,0.8619854721549637,0.6946264744429882,0.778305973298976,0.8435839301664734,"[[1060  466]
 [ 228 1424]]"
