,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7712397734424166,0.7944585807181227,0.7453580901856764,0.8504842615012107,0.6854521625163827,0.7679682120087967,0.8367820946603095,"[[1046  480]
 [ 247 1405]]"
