,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7929515418502202,0.8123217341699943,0.7680690399137001,0.8619854721549637,0.7182175622542595,0.7901015172046116,0.8508988734037466,"[[1096  430]
 [ 228 1424]]"
