,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7951541850220264,0.8124459809853068,0.7751511819681144,0.8535108958837773,0.7319790301441678,0.7927449630139725,0.8524052994671667,"[[1117  409]
 [ 242 1410]]"
