,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.776589049716803,0.8008973639932698,0.7460815047021944,0.864406779661017,0.6815203145478375,0.7729635471044272,0.8404864329305044,"[[1040  486]
 [ 224 1428]]"
