,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7806796727501574,0.8027172374752335,0.7538543328017012,0.8583535108958837,0.6965923984272608,0.7774729546615724,0.8429195291489814,"[[1063  463]
 [ 234 1418]]"
