,accuracy,f1,precision,recall,specificity,auroc,aupr,confusion_matrix
0,0.7850849590937696,0.8059107701051433,0.7595072308516336,0.8583535108958837,0.7057667103538663,0.782060110624875,0.8457459781739474,"[[1077  449]
 [ 234 1418]]"
